PUBMED_ID,URI,TRAIT
22797727,http://www.ebi.ac.uk/efo/EFO_0004742,renal system measurement
22797727,http://www.ebi.ac.uk/efo/EFO_0004761,uric acid measurement
22807686,http://www.ebi.ac.uk/efo/EFO_0000182,hepatocellular carcinoma
22808956,http://www.ebi.ac.uk/efo/EFO_0004826,anti-neutrophil antibody associated vasculitis
22814818,http://www.ebi.ac.uk/efo/EFO_0004731,eye measurement
22821403,http://www.ebi.ac.uk/efo/EFO_0000729,ulcerative colitis
22821403,http://www.ebi.ac.uk/efo/EFO_0004268,sclerosing cholangitis
22823124,http://www.ebi.ac.uk/efo/EFO_0003890,drug dependence
22828495,http://www.ebi.ac.uk/efo/EFO_0004914,facial neural processing
22829776,http://www.ebi.ac.uk/efo/EFO_0004696,sex hormone globulin binding measurement
22832960,http://www.ebi.ac.uk/efo/EFO_0004825,temperament and character inventory
22832961,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
22832964,http://www.ebi.ac.uk/efo/EFO_0004318,smoking behavior
22837378,http://www.ebi.ac.uk/efo/EFO_0003892,pulmonary function measurement
22837380,http://www.orpha.net/ORDO/Orphanet_797,sarcoidosis
22841784,http://www.ebi.ac.uk/efo/EFO_0001422,cirrhosis of liver
22841784,http://www.ebi.ac.uk/efo/EFO_0003047,hepatitis C infection
22843499,http://www.ebi.ac.uk/efo/EFO_0004820,sex ratio
22843503,http://www.ebi.ac.uk/efo/EFO_0004819,resistin measurement
22843504,http://www.ebi.ac.uk/efo/EFO_0003758,autism
22843789,http://purl.obolibrary.org/obo/GO_1901555,response to paclitaxel
22843789,http://www.ebi.ac.uk/efo/EFO_0004149,neuropathy
22856363,http://www.ebi.ac.uk/efo/EFO_0004550,amygdala reactivity measurement
22863731,http://www.orpha.net/ORDO/Orphanet_79102,thyrotoxic periodic paralysis
22863734,http://www.ebi.ac.uk/efo/EFO_0003959,cleft lip
22864923,http://www.ebi.ac.uk/efo/EFO_0004912,serum IgA measurement
22864933,http://purl.obolibrary.org/obo/GO_0097327,response to antineoplastic agent
22869035,http://www.ebi.ac.uk/efo/EFO_0001358,post-traumatic stress disorder
22872573,http://www.ebi.ac.uk/efo/EFO_0003060,non-small cell lung carcinoma
22872573,http://www.ebi.ac.uk/efo/EFO_0004647,response to platinum based chemotherapy
22881374,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
22883433,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
22885689,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
22885925,http://www.ebi.ac.uk/efo/EFO_0000660,polycystic ovary syndrome
22886559,http://www.ebi.ac.uk/efo/EFO_0000326,central nervous system cancer
22889921,http://www.ebi.ac.uk/efo/EFO_0004242,obsessive-compulsive disorder
22889924,http://www.ebi.ac.uk/efo/EFO_0004895,Tourette syndrome
22890011,http://purl.obolibrary.org/obo/GO_1901557,response to fenofibrate
22895189,http://www.ebi.ac.uk/efo/EFO_0001068,malaria
22899653,http://www.ebi.ac.uk/efo/EFO_0001071,lung carcinoma
22903471,http://www.ebi.ac.uk/efo/EFO_0004913,lentiform nucleus measurement
22907691,http://www.ebi.ac.uk/efo/EFO_0004915,vaspin measurement
22907730,http://purl.obolibrary.org/obo/GO_0036276,response to antidepressant
22911860,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
22911880,http://www.ebi.ac.uk/efo/EFO_0000677,mental or behavioural disorder
22915352,http://www.ebi.ac.uk/efo/EFO_0000677,mental or behavioural disorder
22915352,http://www.ebi.ac.uk/efo/EFO_0004847,age at onset
22916037,http://www.ebi.ac.uk/efo/EFO_0004723,coronary artery calcification
22922875,http://www.ebi.ac.uk/efo/EFO_0000516,glaucoma
22923026,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
22923054,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
22925353,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
22935194,http://www.ebi.ac.uk/efo/EFO_0003758,autism
22936669,http://www.ebi.ac.uk/efo/EFO_0000384,crohn's disease
22936694,http://www.ebi.ac.uk/efo/EFO_0004908,testosterone measurement
22936694,http://www.ebi.ac.uk/efo/EFO_0004909,dihydrotestosterone measurement
22936702,http://www.orpha.net/ORDO/Orphanet_797,sarcoidosis
22939635,http://www.ebi.ac.uk/efo/EFO_0004458,c-reactive protein measurement
22941190,http://www.ebi.ac.uk/efo/EFO_0000712,stroke
22941191,http://www.ebi.ac.uk/efo/EFO_0000621,neuroblastoma
22945461,http://www.ebi.ac.uk/efo/EFO_0004910,CYP3A4 activity
22949513,http://www.ebi.ac.uk/efo/EFO_0000474,epilepsy
22951594,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
22951595,http://www.ebi.ac.uk/efo/EFO_0000660,polycystic ovary syndrome
22951725,http://www.ebi.ac.uk/efo/EFO_0004208,vitiligo
22952603,http://purl.obolibrary.org/obo/GO_0042493,response to drug
22956598,http://www.ebi.ac.uk/efo/EFO_0003843,pain
22959728,http://www.ebi.ac.uk/efo/EFO_0000253,amyotrophic lateral sclerosis
22959728,http://www.ebi.ac.uk/efo/EFO_0004847,age at onset
22960237,http://www.ebi.ac.uk/efo/EFO_0004515,muscle mass measurement
22960237,http://www.ebi.ac.uk/efo/EFO_0004979,comprehensive strength index
22960999,http://www.ebi.ac.uk/efo/EFO_0000707,squamous cell carcinoma
22960999,http://www.ebi.ac.uk/efo/EFO_0002916,esophageal carcinoma
22961001,http://www.ebi.ac.uk/efo/EFO_0000280,Barrett's esophagus
22961080,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
22961961,http://www.ebi.ac.uk/efo/EFO_0003870,brain aneurysm
22968431,http://www.ebi.ac.uk/efo/EFO_0004228,drug-induced liver injury
22969067,http://www.ebi.ac.uk/efo/EFO_0004345,corneal topography
22976474,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
22981920,http://www.ebi.ac.uk/efo/EFO_0000677,mental or behavioural disorder
22982463,http://www.ebi.ac.uk/efo/EFO_0005126,arylesterase enzyme measurement
22982992,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
22986903,http://www.ebi.ac.uk/efo/EFO_0000341,chronic obstructive pulmonary disease
22990015,http://www.ebi.ac.uk/efo/EFO_0000712,stroke
22990020,http://www.ebi.ac.uk/efo/EFO_0004792,plasminogen activator inhibitor 1 measurement
22993228,http://www.ebi.ac.uk/efo/EFO_0004994,lumbar disc degeneration
23000144,http://www.ebi.ac.uk/efo/EFO_0004267,biliary liver cirrhosis
23001122,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
23001564,http://www.ebi.ac.uk/efo/EFO_0004505,telomere length
23001997,http://www.ebi.ac.uk/efo/EFO_0003780,Behcet's disease
23006423,http://purl.obolibrary.org/obo/GO_0097327,response to antineoplastic agent
23006423,http://purl.obolibrary.org/obo/GO_1901555,response to paclitaxel
23007406,http://www.ebi.ac.uk/efo/EFO_0000220,acute lymphoblastic leukemia
23010768,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
23017229,http://www.ebi.ac.uk/efo/EFO_0004749,CCL2 measurement
23021708,http://purl.obolibrary.org/obo/GO_0009314,response to radiation
23021708,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
23021708,http://www.ebi.ac.uk/efo/EFO_0004234,erectile dysfunction
23022100,http://www.ebi.ac.uk/efo/EFO_0004535,serum albumin measurement
23022100,http://www.ebi.ac.uk/efo/EFO_0004536,total blood protein measurement
23023329,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
23028341,http://www.ebi.ac.uk/efo/EFO_0004983,complement C3 measurement
23028341,http://www.ebi.ac.uk/efo/EFO_0004984,complement C4 measurement
23028342,http://www.ebi.ac.uk/efo/EFO_0004996,type 1 diabetes nephropathy
23028347,http://www.ebi.ac.uk/efo/EFO_0004743,facial morphology
23028356,http://www.ebi.ac.uk/efo/EFO_0000685,rheumatoid arthritis
23028483,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
23031429,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
23031429,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
23031429,http://www.ebi.ac.uk/efo/EFO_0004732,lipoprotein measurement
23041239,http://www.ebi.ac.uk/efo/EFO_0000712,stroke
23041938,http://www.ebi.ac.uk/efo/EFO_0003780,Behcet's disease
23042114,http://www.ebi.ac.uk/efo/EFO_0000274,atopic eczema
23043469,http://www.ebi.ac.uk/efo/EFO_0005845,hemoglobin A2 measurement
23047291,http://purl.obolibrary.org/obo/GO_1990054,response to temozolomide
23049088,http://www.ebi.ac.uk/efo/EFO_0004207,pathological myopia
23049750,http://www.ebi.ac.uk/efo/EFO_0004318,smoking behavior
23053960,http://www.ebi.ac.uk/efo/EFO_0002690,systemic lupus erythematosus
23054467,http://www.ebi.ac.uk/efo/EFO_0004985,platelet reactivity measurement
23055271,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
23056639,http://www.ebi.ac.uk/efo/EFO_0004747,protein measurement
23064961,http://www.ebi.ac.uk/efo/EFO_0003819,dental caries
23065704,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
23067351,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
23092984,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
23093944,http://www.ebi.ac.uk/efo/EFO_0005653,serum metabolite measurement
23100282,http://purl.obolibrary.org/obo/GO_0036273,response to statin
23103227,http://www.ebi.ac.uk/efo/EFO_0000178,gastric carcinoma
23103227,http://www.ebi.ac.uk/efo/EFO_0000707,squamous cell carcinoma
23103227,http://www.ebi.ac.uk/efo/EFO_0001071,lung carcinoma
23104005,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
23104006,http://www.ebi.ac.uk/efo/EFO_0001065,endometriosis
23108145,http://www.ebi.ac.uk/efo/EFO_0001071,lung carcinoma
23108985,http://www.ebi.ac.uk/efo/EFO_0004995,lean body mass
23114982,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
23118302,http://www.ebi.ac.uk/efo/EFO_0004746,lipoprotein-associated phospholipase a(2) measurement
23118916,http://www.ebi.ac.uk/efo/EFO_0004993,serum IgM measurement
23118974,http://www.ebi.ac.uk/efo/EFO_0003949,eye color
23128233,http://www.ebi.ac.uk/efo/EFO_0000384,crohn's disease
23128233,http://www.ebi.ac.uk/efo/EFO_0000729,ulcerative colitis
23128233,http://www.ebi.ac.uk/efo/EFO_0003767,inflammatory bowel disease
23133572,http://www.ebi.ac.uk/efo/EFO_0004992,otitis media
23137000,http://www.ebi.ac.uk/efo/EFO_0001059,cataract
23137000,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
23139255,http://www.ebi.ac.uk/efo/EFO_0004462,PR interval
23142968,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
23143601,http://www.ebi.ac.uk/efo/EFO_0001071,lung carcinoma
23143602,http://www.ebi.ac.uk/efo/EFO_0000278,pancreatitis
23144319,http://www.ebi.ac.uk/efo/EFO_0003060,non-small cell lung carcinoma
23144326,http://www.ebi.ac.uk/efo/EFO_0000341,chronic obstructive pulmonary disease
23144326,http://www.ebi.ac.uk/efo/EFO_0004458,c-reactive protein measurement
23144326,http://www.ebi.ac.uk/efo/EFO_0004623,fibrinogen measurement
23144326,http://www.ebi.ac.uk/efo/EFO_0004684,tumor necrosis factor-alpha measurement
23144326,http://www.ebi.ac.uk/efo/EFO_0004810,interleukin-6 measurement
23144326,http://www.ebi.ac.uk/efo/EFO_0004811,interleukin-8 measurement
23144326,http://www.ebi.ac.uk/efo/EFO_0005080,CC16 measurement
23144326,http://www.ebi.ac.uk/efo/EFO_0005081,surfactant protein D measurement
23146381,http://www.ebi.ac.uk/efo/EFO_0004579,serum IgE measurement
23149075,http://purl.obolibrary.org/obo/GO_1901557,response to fenofibrate
23149450,http://www.ebi.ac.uk/efo/EFO_0004262,panic disorder
23150908,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
23151678,http://purl.obolibrary.org/obo/GO_1901905,response to tamsulosin
23160099,http://www.orpha.net/ORDO/Orphanet_35093,isolated scaphocephaly
23166209,http://www.ebi.ac.uk/efo/EFO_0004682,QT interval
23180272,http://purl.obolibrary.org/obo/HP_0012042,aspirin induced asthma
23180869,http://www.ebi.ac.uk/efo/EFO_0002618,pancreatic carcinoma
23181788,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
23183192,http://www.ebi.ac.uk/efo/EFO_0004351,resting heart rate
23183491,http://purl.obolibrary.org/obo/GO_0014072,response to opiate
23184150,http://www.ebi.ac.uk/efo/EFO_0000681,renal cell carcinoma
23192594,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
23192594,http://www.ebi.ac.uk/efo/EFO_0004343,waist-hip ratio
23202124,http://www.ebi.ac.uk/efo/EFO_0004344,birth weight
23204130,http://purl.obolibrary.org/obo/GO_1901555,response to paclitaxel
23204130,http://www.ebi.ac.uk/efo/EFO_0004149,neuropathy
23207651,http://purl.obolibrary.org/obo/HP_0001268,cognitive decline
23207799,http://www.ebi.ac.uk/efo/EFO_0004508,spine bone size
23209189,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
23209447,http://www.ebi.ac.uk/efo/EFO_0004252,nasopharyngeal neoplasm
23212062,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
23213074,http://www.ebi.ac.uk/efo/EFO_0003095,non-alcoholic fatty liver disease
23216389,http://www.ebi.ac.uk/efo/EFO_0004776,alcohol and nicotine codependence
23218918,http://www.ebi.ac.uk/efo/EFO_0004641,white matter integrity
23222517,http://www.ebi.ac.uk/efo/EFO_0005047,erythrocyte measurement
23223146,http://purl.obolibrary.org/obo/GO_0007568,aging
23225573,http://www.ebi.ac.uk/efo/EFO_0004565,serum IgG measurement
23229837,http://www.ebi.ac.uk/efo/EFO_0004257,neurotic disorder
23233654,http://www.ebi.ac.uk/efo/EFO_0000685,rheumatoid arthritis
23233654,http://www.ebi.ac.uk/efo/EFO_0004653,response to tnf antagonist
23233662,http://purl.obolibrary.org/obo/GO_0031427,response to methotrexate
23237013,http://www.ebi.ac.uk/efo/EFO_0004778,self rated health
23241943,http://purl.obolibrary.org/obo/GO_0097332,response to antipsychotic drug
23242368,http://www.ebi.ac.uk/efo/EFO_0000182,hepatocellular carcinoma
23247143,http://www.ebi.ac.uk/efo/EFO_0005043,cardiac troponin T measurement
23247145,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0003923,bone density
23251661,http://www.ebi.ac.uk/efo/EFO_0003939,energy intake
23251661,http://www.ebi.ac.uk/efo/EFO_0003940,physical activity
23251661,http://www.ebi.ac.uk/efo/EFO_0004326,heart rate
23251661,http://www.ebi.ac.uk/efo/EFO_0004338,body weight
23251661,http://www.ebi.ac.uk/efo/EFO_0004339,body height
23251661,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
23251661,http://www.ebi.ac.uk/efo/EFO_0004342,waist circumference
23251661,http://www.ebi.ac.uk/efo/EFO_0004344,birth weight
23251661,http://www.ebi.ac.uk/efo/EFO_0004458,c-reactive protein measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004465,fasting blood glucose measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004466,fasting blood insulin measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004471,insulin sensitivity measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004501,HOMA-IR
23251661,http://www.ebi.ac.uk/efo/EFO_0004502,adiponectin measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004520,icam-1 measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004574,total cholesterol measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004578,homocysteine measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004620,vitamin B12 measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004626,igfbp-3 measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004627,IgF-1 measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004642,cortisol secretion measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004684,tumor necrosis factor-alpha measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004697,estradiol measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004730,hormone measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004735,serum alanine aminotransferase measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004736,aspartate aminotransferase measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004741,blood urea nitrogen measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004747,protein measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004748,thyroid stimulating hormone measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004749,CCL2 measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004810,interleukin-6 measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004818,transforming growth factor beta measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004870,sleep measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004887,maximal oxygen uptake measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004908,testosterone measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0004995,lean body mass
23251661,http://www.ebi.ac.uk/efo/EFO_0005000,leptin measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0005093,hip circumference
23251661,http://www.ebi.ac.uk/efo/EFO_0005106,body composition measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0005108,arm span
23251661,http://www.ebi.ac.uk/efo/EFO_0005109,energy expenditure
23251661,http://www.ebi.ac.uk/efo/EFO_0005110,fatty acid measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0005111,folic acid measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0005112,gestational age
23251661,http://www.ebi.ac.uk/efo/EFO_0005114,head circumference
23251661,http://www.ebi.ac.uk/efo/EFO_0005115,metabolic rate measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0005116,urinary metabolite measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0005117,CCL5 measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0005118,IGFBP-1 measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0005119,antioxidant measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0005134,amino acid measurement
23251661,http://www.ebi.ac.uk/efo/EFO_0006335,systolic blood pressure
23251661,http://www.ebi.ac.uk/efo/EFO_0006336,diastolic blood pressure
23255317,http://www.ebi.ac.uk/efo/EFO_0000538,hypertrophic cardiomyopathy
23259602,http://www.ebi.ac.uk/efo/EFO_0003819,dental caries
23263444,http://www.orpha.net/ORDO/Orphanet_70589,bronchopulmonary dysplasia
23263445,http://www.ebi.ac.uk/efo/EFO_0004841,digit length ratio
23263486,http://www.ebi.ac.uk/efo/EFO_0004274,gout
23263486,http://www.ebi.ac.uk/efo/EFO_0004531,urate measurement
23263487,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
23263863,http://www.ebi.ac.uk/efo/EFO_0004305,erythrocyte count
23263863,http://www.ebi.ac.uk/efo/EFO_0004308,leukocyte count
23263863,http://www.ebi.ac.uk/efo/EFO_0004309,platelet count
23263863,http://www.ebi.ac.uk/efo/EFO_0004348,hematocrit
23263863,http://www.ebi.ac.uk/efo/EFO_0004509,hemoglobin measurement
23263863,http://www.ebi.ac.uk/efo/EFO_0004526,mean corpuscular volume
23263863,http://www.ebi.ac.uk/efo/EFO_0004527,mean corpuscular hemoglobin
23263863,http://www.ebi.ac.uk/efo/EFO_0004528,mean corpuscular hemoglobin concentration
23266556,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
23266558,http://www.ebi.ac.uk/efo/EFO_0000384,crohn's disease
23267103,http://www.ebi.ac.uk/efo/EFO_0004634,coagulation factor measurement
23269536,http://www.ebi.ac.uk/efo/EFO_0004624,prostate specific antigen measurement
23273568,http://www.ebi.ac.uk/efo/EFO_0002690,systemic lupus erythematosus
23275298,http://www.ebi.ac.uk/efo/EFO_0004298,cardiovascular measurement
23279374,http://www.ebi.ac.uk/efo/EFO_0004555,glycoprotein measurement
23281178,http://www.ebi.ac.uk/efo/EFO_0004725,metabolite measurement
23284291,http://www.ebi.ac.uk/efo/EFO_0003892,pulmonary function measurement
23290196,http://www.ebi.ac.uk/efo/EFO_0003761,unipolar depression
23291585,http://www.ebi.ac.uk/efo/EFO_0005045,visceral Leishmaniasis
23291587,http://www.ebi.ac.uk/efo/EFO_0003780,Behcet's disease
23291589,http://www.ebi.ac.uk/efo/EFO_0004345,corneal topography
23297363,http://purl.obolibrary.org/obo/HP_0001636,tetralogy of fallot
23300138,http://www.ebi.ac.uk/efo/EFO_0005127,cancer biomarker measurement
23300278,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
23300701,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
23303382,http://www.ebi.ac.uk/efo/EFO_0005128,albumin:globulin ratio measurement
23307926,http://www.ebi.ac.uk/efo/EFO_0004704,age at menopause
23314186,http://www.ebi.ac.uk/efo/EFO_0005091,monocyte count
23319000,http://www.ebi.ac.uk/efo/EFO_0005131,HVA measurement
23319000,http://www.ebi.ac.uk/efo/EFO_0005132,5-HIAA measurement
23319000,http://www.ebi.ac.uk/efo/EFO_0005133,MHPG measurement
23319801,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
23321320,http://www.ebi.ac.uk/efo/EFO_0005129,hepatitis C induced liver cirrhosis
23322567,http://purl.obolibrary.org/obo/HP_0000483,Astigmatism
23326239,http://www.ebi.ac.uk/efo/EFO_0000769,Epstein-Barr virus infection
23326239,http://www.ebi.ac.uk/efo/EFO_0004556,antibody measurement
23326512,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
23326517,http://www.ebi.ac.uk/efo/EFO_0001365,age-related macular degeneration
23328707,http://www.ebi.ac.uk/efo/EFO_0004742,renal system measurement
23337848,http://www.ebi.ac.uk/efo/EFO_0000319,cardiovascular disease
23337944,http://www.ebi.ac.uk/efo/EFO_0003939,energy intake
23341777,http://www.ebi.ac.uk/efo/EFO_0003060,non-small cell lung carcinoma
23349225,http://www.ebi.ac.uk/efo/EFO_0003882,osteoporosis
23349640,http://www.ebi.ac.uk/efo/EFO_0000574,lymphoma
23350875,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
23354978,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
23358156,http://www.ebi.ac.uk/efo/EFO_0004337,intelligence
23358160,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
23358160,http://www.ebi.ac.uk/efo/EFO_0001062,cytomegalovirus infection
23359319,http://www.ebi.ac.uk/efo/EFO_0004624,prostate specific antigen measurement
23362303,http://www.ebi.ac.uk/efo/EFO_0004639,phospholipid measurement
23364009,http://www.ebi.ac.uk/efo/EFO_0004315,drinking behavior
23364394,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
23371916,http://www.ebi.ac.uk/efo/EFO_0004570,bilirubin measurement
23372041,http://www.ebi.ac.uk/efo/EFO_0003939,energy intake
23372042,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
23374588,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
23374588,http://www.ebi.ac.uk/efo/EFO_0005195,response to cholinesterase inhibitor
23376709,http://purl.obolibrary.org/obo/GO_0009314,response to radiation
23376709,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
23377640,http://www.ebi.ac.uk/efo/EFO_0003761,unipolar depression
23378610,http://www.ebi.ac.uk/efo/EFO_0004471,insulin sensitivity measurement
23381795,http://www.ebi.ac.uk/efo/EFO_0005196,vasoactive peptide measurement
23381943,http://www.ebi.ac.uk/efo/EFO_0004629,von Willebrand factor measurement
23381943,http://www.ebi.ac.uk/efo/EFO_0004630,factor VIII measurement
23381943,http://www.ebi.ac.uk/efo/EFO_0004634,coagulation factor measurement
23382691,http://www.ebi.ac.uk/efo/EFO_0005193,serum IgG glycosylation measurement
23382809,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
23386860,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
23388002,http://www.ebi.ac.uk/efo/EFO_0005239,aortic valve calcification
23388002,http://www.ebi.ac.uk/efo/EFO_0005262,mitral annular calcification
23392654,http://purl.obolibrary.org/obo/GO_0042493,response to drug
23393555,http://www.ebi.ac.uk/efo/EFO_0003839,retinopathy
23396134,http://purl.obolibrary.org/obo/HP_0000539,Abnormality of refraction
23400010,http://www.ebi.ac.uk/efo/EFO_0004465,fasting blood glucose measurement
23400010,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
23400010,http://www.ebi.ac.uk/efo/EFO_0005202,response to hydrochlorothiazide
23401653,http://www.ebi.ac.uk/efo/EFO_0004345,corneal topography
23406172,http://www.orpha.net/ORDO/Orphanet_232,sickle cell anemia
23406873,http://www.ebi.ac.uk/efo/EFO_0004207,pathological myopia
23408455,http://www.ebi.ac.uk/efo/EFO_0003939,energy intake
23408906,http://www.ebi.ac.uk/efo/EFO_0004748,thyroid stimulating hormone measurement
23408906,http://www.ebi.ac.uk/efo/EFO_0005130,thyroxine measurement
23412934,http://www.ebi.ac.uk/efo/EFO_0003885,multiple sclerosis
23417110,http://www.ebi.ac.uk/efo/EFO_0005197,beta-2 microglobulin measurement
23419831,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
23420232,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C infection
23423138,http://www.ebi.ac.uk/efo/EFO_0004875,mathematical ability
23423446,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
23432519,http://www.ebi.ac.uk/efo/EFO_0005199,renal transplant outcome measurement
23437003,http://www.ebi.ac.uk/efo/EFO_0003923,bone density
23446634,http://www.ebi.ac.uk/efo/EFO_0004305,erythrocyte count
23446634,http://www.ebi.ac.uk/efo/EFO_0004348,hematocrit
23446634,http://www.ebi.ac.uk/efo/EFO_0004509,hemoglobin measurement
23446634,http://www.ebi.ac.uk/efo/EFO_0004526,mean corpuscular volume
23446634,http://www.ebi.ac.uk/efo/EFO_0004527,mean corpuscular hemoglobin
23446634,http://www.ebi.ac.uk/efo/EFO_0004528,mean corpuscular hemoglobin concentration
23446634,http://www.ebi.ac.uk/efo/EFO_0005192,red blood cell distribution width
23449627,http://www.ebi.ac.uk/efo/EFO_0001382,puberty
23449627,http://www.ebi.ac.uk/efo/EFO_0004339,body height
23449627,http://www.ebi.ac.uk/efo/EFO_0005201,height growth measurement
23453885,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
23453885,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
23453885,http://www.ebi.ac.uk/efo/EFO_0003756,autism spectrum disorder
23453885,http://www.ebi.ac.uk/efo/EFO_0003761,unipolar depression
23453885,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
23454411,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
23454411,http://www.ebi.ac.uk/efo/EFO_0004246,mucocutaneous lymph node syndrome
23455491,http://www.ebi.ac.uk/efo/EFO_0003829,alcohol dependence
